borrower_id,income,dti,credit_score,sector,region,ead,lgd,pd,default_flag,recovery,collateral_value,collateral_type,product_type,loan_start_date,loan_vintage,interest_rate,gdp_growth,unemployment,arrears_30d,arrears_60d,arrears_90d
1013,31822.55,0.202,623,Corporate,West,684354,0.35,0.028,0,684354,498457,Plant/Equipment,Credit Card,2022-08-31,3 yrs,8.0,5.2,7.2,0,0,0
1014,104812.66,0.627,661,Corporate,West,923819,0.55,0.035,0,923819,1832285,Property,Business Loan,2017-11-14,8 yrs,8.0,5.2,7.2,0,1,0
1015,53007.99,0.118,669,Mortgage,East,606724,0.16,0.03,1,454849,924650,Property,Term Loan,2020-09-16,5 yrs,8.0,5.2,7.2,0,0,0
1016,119768.63,0.265,647,Corporate,North,98878,0.25,0.05,0,98878,174115,Inventory,Business Loan,2021-04-24,4 yrs,8.0,5.2,7.2,1,0,0
1017,44228.2,0.19,591,Mortgage,East,71843,0.24,0.052,0,71843,0,Unsecured,Credit Card,2018-02-06,7 yrs,8.0,5.2,7.2,0,0,0
1018,51856.12,0.485,666,Corporate,North,992558,0.4,0.037,0,992558,0,Unsecured,Personal Loan,2020-04-22,5 yrs,8.0,5.2,7.2,0,0,0
1019,76233.97,0.55,629,Mortgage,South,363832,0.19,0.055,0,363832,516041,Plant/Equipment,Credit Card,2024-08-16,1 yrs,8.0,5.2,7.2,1,0,0
1020,40275.91,0.629,651,Consumer,North,127963,0.39,0.065,0,127963,0,Unsecured,Term Loan,2017-01-03,8 yrs,8.0,5.2,7.2,0,0,0
1021,32429.74,0.534,645,SME,South,545889,0.57,0.028,1,465058,1000086,Inventory,Home Loan,2017-02-24,8 yrs,8.0,5.2,7.2,0,0,0
1022,36885.11,0.22,585,Mortgage,East,953929,0.17,0.027,0,953929,369086,Inventory,Business Loan,2020-09-03,5 yrs,8.0,5.2,7.2,0,0,0
1023,146101.24,0.412,716,SME,West,625220,0.36,0.033,1,279450,0,Unsecured,Personal Loan,2023-11-15,2 yrs,8.0,5.2,7.2,0,0,0
1024,86195.5,0.195,640,Consumer,East,490472,0.51,0.018,0,490472,874804,Property,Business Loan,2020-12-29,5 yrs,8.0,5.2,7.2,0,0,0
1025,82369.84,0.156,625,Corporate,East,969087,0.44,0.065,0,969087,518668,Inventory,Home Loan,2021-11-02,4 yrs,8.0,5.2,7.2,0,0,0
1026,140816.59,0.195,667,Corporate,South,863364,0.33,0.034,0,863364,0,Unsecured,Home Loan,2022-11-04,3 yrs,8.0,5.2,7.2,0,0,0
1027,52007.07,0.392,624,Corporate,North,274267,0.33,0.028,0,274267,194201,Property,Credit Card,2018-01-03,7 yrs,8.0,5.2,7.2,0,0,0
1028,41517.12,0.224,658,SME,West,162683,0.52,0.005,0,162683,0,Unsecured,Business Loan,2024-02-03,1 yrs,8.0,5.2,7.2,0,0,0
1029,50969.04,0.67,678,SME,South,288976,0.39,0.021,0,288976,541749,Property,Personal Loan,2019-08-20,6 yrs,8.0,5.2,7.2,0,0,0
1030,77232.65,0.625,649,Mortgage,East,610821,0.4,0.042,0,610821,1024117,Plant/Equipment,Term Loan,2021-08-11,4 yrs,8.0,5.2,7.2,0,0,0
1031,147584.37,0.142,637,Consumer,East,56529,0.48,0.007,0,56529,0,Unsecured,Home Loan,2025-05-04,0 yrs,8.0,5.2,7.2,0,0,0
1032,122056.95,0.711,662,SME,South,545896,0.38,0.011,0,545896,1009931,Property,Home Loan,2021-02-17,4 yrs,8.0,5.2,7.2,0,0,0
1033,50584.82,0.113,577,Corporate,South,735864,0.46,0.061,0,735864,418411,Inventory,Term Loan,2024-08-21,1 yrs,8.0,5.2,7.2,0,0,0
1034,126542.63,0.101,667,SME,East,976061,0.56,0.022,0,976061,1606949,Plant/Equipment,Personal Loan,2019-07-16,6 yrs,8.0,5.2,7.2,0,0,0
1035,100742.09,0.678,641,Mortgage,East,440858,0.45,0.039,0,440858,422357,Unsecured,Personal Loan,2021-02-08,4 yrs,8.0,5.2,7.2,0,0,0
1036,63279.46,0.135,657,Consumer,South,203144,0.5,0.048,0,203144,328301,Unsecured,Business Loan,2018-08-13,7 yrs,8.0,5.2,7.2,0,1,0
1037,31233.55,0.118,657,SME,North,557824,0.36,0.015,0,557824,0,Unsecured,Personal Loan,2020-12-11,5 yrs,8.0,5.2,7.2,0,0,0
1038,93790.91,0.43,652,Corporate,South,734659,0.29,0.044,0,734659,0,Unsecured,Credit Card,2022-10-05,3 yrs,8.0,5.2,7.2,0,0,0
1039,127083.36,0.617,647,Consumer,South,863976,0.16,0.041,0,863976,646835,Property,Home Loan,2022-05-20,3 yrs,8.0,5.2,7.2,0,0,0
1040,98630.47,0.113,686,Mortgage,South,292489,0.29,0.043,0,292489,0,Unsecured,Business Loan,2022-06-05,3 yrs,8.0,5.2,7.2,0,0,0
1041,55657.28,0.335,619,Corporate,East,31382,0.2,0.053,0,31382,48242,Plant/Equipment,Business Loan,2019-10-14,6 yrs,8.0,5.2,7.2,0,0,0
1042,142334.33,0.555,676,Corporate,South,490550,0.4,0.032,0,490550,584196,Plant/Equipment,Business Loan,2019-02-14,6 yrs,8.0,5.2,7.2,0,0,0
1043,108092.54,0.164,626,Corporate,North,449398,0.46,0.052,0,449398,604209,Inventory,Home Loan,2018-02-27,7 yrs,8.0,5.2,7.2,0,0,0
1044,93719.42,0.124,620,Mortgage,East,757454,0.22,0.057,0,757454,1434603,Property,Credit Card,2023-02-03,2 yrs,8.0,5.2,7.2,0,0,0
1045,48430.09,0.255,690,Corporate,North,587437,0.26,0.019,1,285321,242138,Plant/Equipment,Business Loan,2019-08-16,6 yrs,8.0,5.2,7.2,0,0,0
1046,47209.56,0.508,668,Mortgage,West,68279,0.42,0.045,0,68279,0,Unsecured,Credit Card,2022-01-19,3 yrs,8.0,5.2,7.2,1,0,0
1047,30869.67,0.106,661,SME,North,845330,0.31,0.043,0,845330,948863,Unsecured,Term Loan,2025-05-25,0 yrs,8.0,5.2,7.2,0,0,0
1048,48568.23,0.451,600,Consumer,South,831873,0.51,0.018,0,831873,423716,Unsecured,Personal Loan,2025-01-16,0 yrs,8.0,5.2,7.2,0,0,0
1049,147277.06,0.122,666,Consumer,North,714124,0.21,0.066,0,714124,790460,Inventory,Business Loan,2023-09-17,2 yrs,8.0,5.2,7.2,1,0,0
1050,60124.79,0.339,630,SME,West,613379,0.33,0.064,0,613379,360760,Property,Credit Card,2021-12-05,4 yrs,8.0,5.2,7.2,0,0,0
1051,89776.06,0.488,664,Corporate,West,757805,0.59,0.053,0,757805,439464,Inventory,Term Loan,2022-05-06,3 yrs,8.0,5.2,7.2,0,0,0
1052,33877.98,0.557,631,Mortgage,East,275093,0.39,0.074,0,275093,517936,Property,Home Loan,2021-06-22,4 yrs,8.0,5.2,7.2,0,0,0
1053,33492.41,0.585,646,Consumer,South,964168,0.36,0.037,0,964168,486832,Property,Credit Card,2017-10-31,8 yrs,8.0,5.2,7.2,1,1,0
1054,59822.92,0.732,729,Corporate,East,230764,0.21,0.055,0,230764,0,Unsecured,Business Loan,2019-02-23,6 yrs,8.0,5.2,7.2,0,0,0
1055,121512.49,0.747,661,Mortgage,East,521251,0.38,0.009,0,521251,333588,Inventory,Home Loan,2017-06-12,8 yrs,8.0,5.2,7.2,0,0,0
1056,140360.49,0.225,656,Corporate,East,886140,0.48,0.004,0,886140,1113661,Unsecured,Business Loan,2023-01-29,2 yrs,8.0,5.2,7.2,0,0,0
1057,112214.37,0.327,670,SME,West,904486,0.57,0.019,0,904486,724980,Property,Home Loan,2024-09-26,1 yrs,8.0,5.2,7.2,0,0,0
1058,60818.6,0.317,623,Corporate,South,356569,0.36,0.07,0,356569,672737,Unsecured,Home Loan,2017-11-07,8 yrs,8.0,5.2,7.2,0,0,0
1059,58473.14,0.509,593,Consumer,North,181894,0.18,0.058,0,181894,0,Unsecured,Personal Loan,2022-04-23,3 yrs,8.0,5.2,7.2,1,1,0
1060,46527.79,0.717,616,Mortgage,South,565908,0.41,0.026,0,565908,170174,Plant/Equipment,Credit Card,2021-11-12,4 yrs,8.0,5.2,7.2,0,0,0
1061,57215.83,0.515,589,SME,North,166532,0.43,0.037,0,166532,0,Unsecured,Credit Card,2023-10-06,2 yrs,8.0,5.2,7.2,0,0,0
1062,48814.21,0.622,630,Corporate,West,737033,0.52,0.016,0,737033,293275,Property,Personal Loan,2018-08-10,7 yrs,8.0,5.2,7.2,0,0,0
1063,60089.96,0.379,620,Consumer,South,413660,0.43,0.007,0,413660,632301,Unsecured,Credit Card,2021-08-04,4 yrs,8.0,5.2,7.2,0,0,0
1064,87185.54,0.225,630,Corporate,South,885129,0.37,0.04,0,885129,0,Unsecured,Term Loan,2022-01-03,3 yrs,8.0,5.2,7.2,0,0,0
1065,60337.54,0.373,617,Consumer,East,415922,0.28,0.062,0,415922,431806,Property,Credit Card,2021-11-03,4 yrs,8.0,5.2,7.2,0,0,0
1066,68690.69,0.475,627,SME,North,257475,0.53,0.009,0,257475,184500,Unsecured,Business Loan,2023-08-01,2 yrs,8.0,5.2,7.2,0,0,0
1067,85650.08,0.527,659,SME,North,154854,0.59,0.074,0,154854,202525,Inventory,Home Loan,2022-08-06,3 yrs,8.0,5.2,7.2,0,0,1
1068,103531.02,0.739,684,Mortgage,North,788353,0.37,0.024,0,788353,0,Unsecured,Credit Card,2019-03-28,6 yrs,8.0,5.2,7.2,0,0,0
1069,135151.86,0.132,648,Mortgage,East,342645,0.58,0.016,0,342645,506770,Unsecured,Home Loan,2017-01-06,8 yrs,8.0,5.2,7.2,0,0,0
1070,129756.0,0.515,670,Mortgage,South,766384,0.52,0.042,0,766384,0,Unsecured,Home Loan,2023-04-29,2 yrs,8.0,5.2,7.2,0,0,0
1071,31462.55,0.206,665,SME,West,60840,0.35,0.077,0,60840,38387,Plant/Equipment,Term Loan,2021-08-08,4 yrs,8.0,5.2,7.2,0,0,0
1072,137657.48,0.619,669,Corporate,East,457021,0.6,0.054,1,278459,584018,Inventory,Personal Loan,2024-05-31,1 yrs,8.0,5.2,7.2,0,0,0
1073,82613.96,0.376,664,SME,North,40995,0.55,0.051,0,40995,42318,Property,Home Loan,2024-11-08,1 yrs,8.0,5.2,7.2,0,0,0
1074,63358.14,0.195,643,Corporate,South,931657,0.47,0.067,0,931657,1157311,Plant/Equipment,Home Loan,2022-11-13,3 yrs,8.0,5.2,7.2,0,0,0
1075,117800.14,0.342,650,Consumer,North,888515,0.55,0.035,0,888515,801851,Unsecured,Personal Loan,2020-08-08,5 yrs,8.0,5.2,7.2,0,0,0
1076,121424.03,0.127,663,Corporate,North,893071,0.33,0.061,0,893071,293816,Unsecured,Credit Card,2019-08-08,6 yrs,8.0,5.2,7.2,0,0,0
1077,98968.12,0.3,685,Consumer,East,893245,0.2,0.08,0,893245,0,Unsecured,Home Loan,2019-09-26,6 yrs,8.0,5.2,7.2,1,0,1
1078,71927.28,0.396,699,Mortgage,East,394939,0.16,0.036,0,394939,591296,Inventory,Term Loan,2025-05-27,0 yrs,8.0,5.2,7.2,0,0,0
1079,104320.5,0.591,664,Corporate,South,84414,0.42,0.007,0,84414,67411,Inventory,Business Loan,2021-11-21,4 yrs,8.0,5.2,7.2,0,0,0
1080,54517.83,0.415,657,Consumer,South,738687,0.29,0.041,0,738687,770926,Unsecured,Business Loan,2023-08-01,2 yrs,8.0,5.2,7.2,0,0,0
1081,34842.91,0.463,685,Consumer,North,980034,0.47,0.035,0,980034,1878400,Property,Personal Loan,2018-04-23,7 yrs,8.0,5.2,7.2,0,0,0
1082,47552.0,0.705,640,Mortgage,North,116922,0.49,0.049,0,116922,0,Unsecured,Term Loan,2022-04-23,3 yrs,8.0,5.2,7.2,0,0,0
1083,47199.84,0.274,597,Consumer,North,301006,0.31,0.07,0,301006,239575,Property,Business Loan,2025-07-01,0 yrs,8.0,5.2,7.2,0,0,0
1084,38515.62,0.295,703,Mortgage,South,405511,0.2,0.037,0,405511,220489,Property,Credit Card,2018-09-03,7 yrs,8.0,5.2,7.2,0,0,0
1085,118138.22,0.78,658,Mortgage,North,181828,0.19,0.061,0,181828,0,Unsecured,Credit Card,2021-03-29,4 yrs,8.0,5.2,7.2,0,0,0
1086,149101.84,0.365,622,Consumer,South,586609,0.55,0.02,0,586609,1125304,Inventory,Credit Card,2019-10-17,6 yrs,8.0,5.2,7.2,0,0,0
1087,109671.15,0.305,668,Mortgage,East,40535,0.54,0.03,0,40535,44172,Inventory,Personal Loan,2023-10-05,2 yrs,8.0,5.2,7.2,0,0,0
1088,132166.95,0.163,673,SME,East,887887,0.29,0.061,0,887887,0,Unsecured,Business Loan,2022-01-26,3 yrs,8.0,5.2,7.2,1,0,0
1089,149464.8,0.25,646,Mortgage,East,36845,0.2,0.003,0,36845,0,Unsecured,Term Loan,2019-01-23,6 yrs,8.0,5.2,7.2,0,0,0
1090,51767.19,0.595,642,Corporate,North,13216,0.54,0.068,0,13216,12354,Inventory,Business Loan,2021-05-03,4 yrs,8.0,5.2,7.2,0,0,0
1091,107706.75,0.384,620,Consumer,North,820063,0.41,0.013,0,820063,0,Unsecured,Personal Loan,2024-09-08,1 yrs,8.0,5.2,7.2,0,0,0
1092,88516.94,0.329,639,SME,West,600877,0.59,0.028,0,600877,1100386,Inventory,Home Loan,2018-07-15,7 yrs,8.0,5.2,7.2,0,0,0
1093,92143.13,0.162,626,Consumer,East,144854,0.2,0.075,0,144854,125802,Plant/Equipment,Home Loan,2023-04-08,2 yrs,8.0,5.2,7.2,0,0,0
1094,98976.57,0.651,658,Consumer,South,397993,0.17,0.037,0,397993,242435,Unsecured,Home Loan,2020-01-13,5 yrs,8.0,5.2,7.2,0,0,0
1095,111928.85,0.379,661,SME,West,353801,0.23,0.009,0,353801,627484,Property,Term Loan,2017-11-09,8 yrs,8.0,5.2,7.2,0,0,0
1096,120411.4,0.67,632,Corporate,East,156856,0.29,0.071,1,118952,160933,Inventory,Term Loan,2019-06-04,6 yrs,8.0,5.2,7.2,0,0,0
1097,95415.47,0.405,685,Mortgage,North,291094,0.25,0.036,0,291094,550426,Unsecured,Personal Loan,2024-05-31,1 yrs,8.0,5.2,7.2,0,0,0
1098,81198.48,0.237,632,Corporate,East,216208,0.57,0.01,0,216208,349798,Inventory,Credit Card,2019-04-23,6 yrs,8.0,5.2,7.2,0,0,0
1099,113099.78,0.364,629,SME,East,474402,0.38,0.072,0,474402,0,Unsecured,Credit Card,2019-10-08,6 yrs,8.0,5.2,7.2,0,0,0
1100,49682.27,0.474,690,Mortgage,North,522626,0.37,0.054,0,522626,392489,Plant/Equipment,Business Loan,2019-07-20,6 yrs,8.0,5.2,7.2,0,0,0
1101,145696.78,0.625,644,Consumer,North,779473,0.33,0.031,0,779473,1225228,Property,Business Loan,2025-04-11,0 yrs,8.0,5.2,7.2,0,0,0
1102,44767.67,0.574,656,Corporate,South,314220,0.41,0.024,0,314220,295675,Unsecured,Business Loan,2021-11-03,4 yrs,8.0,5.2,7.2,0,0,0
1103,39430.22,0.468,625,Consumer,West,735574,0.31,0.063,0,735574,571720,Inventory,Term Loan,2023-06-01,2 yrs,8.0,5.2,7.2,0,0,0
1104,60804.21,0.723,663,Mortgage,South,635634,0.39,0.064,1,385951,389199,Unsecured,Home Loan,2023-12-04,2 yrs,8.0,5.2,7.2,0,0,0
1105,94878.41,0.766,641,SME,East,372315,0.31,0.072,0,372315,582653,Property,Home Loan,2018-07-29,7 yrs,8.0,5.2,7.2,0,0,0
1106,33483.67,0.682,662,Mortgage,East,787111,0.18,0.047,1,654129,0,Unsecured,Personal Loan,2022-01-10,3 yrs,8.0,5.2,7.2,0,0,0
1107,97743.89,0.717,612,Consumer,South,518102,0.21,0.005,0,518102,445230,Property,Credit Card,2018-08-03,7 yrs,8.0,5.2,7.2,0,0,0
1108,116619.25,0.746,712,Corporate,North,453800,0.18,0.022,0,453800,522262,Plant/Equipment,Credit Card,2024-09-04,1 yrs,8.0,5.2,7.2,0,0,0
1109,132418.52,0.721,655,Consumer,North,30442,0.48,0.046,0,30442,22572,Unsecured,Personal Loan,2023-06-04,2 yrs,8.0,5.2,7.2,0,0,0
1110,115466.02,0.17,643,SME,West,283403,0.3,0.044,0,283403,0,Unsecured,Business Loan,2022-05-11,3 yrs,8.0,5.2,7.2,0,0,0
1111,59567.98,0.65,645,Consumer,North,425738,0.23,0.008,0,425738,285109,Plant/Equipment,Personal Loan,2020-03-15,5 yrs,8.0,5.2,7.2,0,0,0
1112,71445.45,0.119,640,Corporate,East,366037,0.51,0.006,0,366037,110434,Unsecured,Term Loan,2022-03-13,3 yrs,8.0,5.2,7.2,0,0,0
1113,139887.8,0.447,642,SME,East,211795,0.57,0.044,0,211795,75556,Plant/Equipment,Business Loan,2021-07-05,4 yrs,8.0,5.2,7.2,0,0,0
1114,84039.02,0.507,655,Corporate,West,995038,0.17,0.072,0,995038,1943203,Inventory,Business Loan,2019-10-31,6 yrs,8.0,5.2,7.2,0,0,0
1115,45651.13,0.308,645,SME,West,974060,0.48,0.033,0,974060,1126573,Inventory,Home Loan,2020-08-22,5 yrs,8.0,5.2,7.2,0,0,0
1116,120070.06,0.458,620,Mortgage,South,534935,0.41,0.071,0,534935,201298,Property,Home Loan,2023-01-04,2 yrs,8.0,5.2,7.2,0,0,0
1117,129133.53,0.609,670,Consumer,South,954907,0.35,0.014,0,954907,0,Unsecured,Business Loan,2019-06-04,6 yrs,8.0,5.2,7.2,0,0,0
1118,36716.22,0.791,638,Consumer,South,786965,0.42,0.022,0,786965,462701,Property,Term Loan,2019-02-24,6 yrs,8.0,5.2,7.2,0,0,0
1119,32150.79,0.101,647,Consumer,West,148195,0.22,0.013,0,148195,49378,Unsecured,Credit Card,2023-07-24,2 yrs,8.0,5.2,7.2,0,0,0
1120,49607.06,0.689,651,Corporate,South,824030,0.41,0.014,0,824030,1123707,Unsecured,Personal Loan,2024-05-01,1 yrs,8.0,5.2,7.2,0,0,0
1121,61949.49,0.656,648,Mortgage,East,638349,0.51,0.055,0,638349,516723,Plant/Equipment,Home Loan,2023-10-18,2 yrs,8.0,5.2,7.2,0,0,0
1122,115355.41,0.103,635,Consumer,East,418183,0.49,0.065,0,418183,177147,Inventory,Credit Card,2025-11-23,0 yrs,8.0,5.2,7.2,0,0,0
1123,130904.9,0.27,615,Consumer,South,456100,0.21,0.067,0,456100,245584,Property,Home Loan,2025-11-16,0 yrs,8.0,5.2,7.2,0,0,0
1124,121509.88,0.704,658,Consumer,North,642204,0.32,0.07,0,642204,1075665,Property,Business Loan,2019-04-02,6 yrs,8.0,5.2,7.2,1,1,0
1125,103942.07,0.662,685,SME,East,613523,0.17,0.06,0,613523,0,Unsecured,Term Loan,2019-07-10,6 yrs,8.0,5.2,7.2,0,0,0
1126,40427.7,0.22,636,SME,East,731549,0.18,0.034,0,731549,1431745,Inventory,Home Loan,2019-10-26,6 yrs,8.0,5.2,7.2,0,0,0
1127,146582.11,0.458,697,Consumer,West,625443,0.51,0.014,0,625443,0,Unsecured,Business Loan,2021-08-14,4 yrs,8.0,5.2,7.2,0,0,0
1128,99823.43,0.453,597,Mortgage,South,894241,0.48,0.038,0,894241,0,Unsecured,Personal Loan,2025-12-05,0 yrs,8.0,5.2,7.2,0,0,0
1129,107733.21,0.148,670,Consumer,South,149553,0.25,0.074,0,149553,55774,Unsecured,Personal Loan,2025-07-30,0 yrs,8.0,5.2,7.2,0,0,0
1130,103539.58,0.63,613,Corporate,East,940955,0.57,0.007,0,940955,0,Unsecured,Business Loan,2017-08-02,8 yrs,8.0,5.2,7.2,0,0,0
1131,69106.19,0.545,670,SME,South,813410,0.15,0.042,0,813410,922489,Property,Credit Card,2020-10-10,5 yrs,8.0,5.2,7.2,0,0,0
1132,116129.76,0.492,698,Corporate,East,906556,0.57,0.006,0,906556,0,Unsecured,Term Loan,2022-06-14,3 yrs,8.0,5.2,7.2,0,0,0
1133,66135.67,0.507,666,Mortgage,North,246260,0.32,0.068,0,246260,0,Unsecured,Personal Loan,2018-07-10,7 yrs,8.0,5.2,7.2,0,0,0
1134,89832.25,0.466,649,Consumer,West,236516,0.42,0.05,0,236516,0,Unsecured,Business Loan,2019-07-31,6 yrs,8.0,5.2,7.2,0,0,0
1135,45074.71,0.793,622,SME,South,363065,0.26,0.064,0,363065,386974,Unsecured,Business Loan,2023-07-28,2 yrs,8.0,5.2,7.2,0,0,0
1136,101056.23,0.122,654,Consumer,East,850168,0.38,0.066,0,850168,1159382,Unsecured,Home Loan,2018-12-20,7 yrs,8.0,5.2,7.2,0,0,0
1137,99734.04,0.11,629,Corporate,West,544847,0.56,0.066,0,544847,0,Unsecured,Home Loan,2019-04-12,6 yrs,8.0,5.2,7.2,0,0,0
1138,119629.64,0.767,591,SME,East,245206,0.26,0.062,0,245206,284518,Unsecured,Credit Card,2022-11-26,3 yrs,8.0,5.2,7.2,0,0,0
1139,74275.89,0.603,711,Corporate,South,883354,0.42,0.013,0,883354,1745428,Unsecured,Personal Loan,2023-02-20,2 yrs,8.0,5.2,7.2,0,0,0
1140,70874.21,0.794,618,Mortgage,East,915374,0.41,0.024,0,915374,1761522,Inventory,Business Loan,2017-02-27,8 yrs,8.0,5.2,7.2,0,0,0
1141,46590.85,0.131,674,Consumer,North,642612,0.43,0.041,0,642612,792225,Plant/Equipment,Personal Loan,2017-05-31,8 yrs,8.0,5.2,7.2,0,0,0
1142,76768.52,0.618,639,Consumer,North,377662,0.33,0.047,0,377662,427314,Plant/Equipment,Credit Card,2023-07-27,2 yrs,8.0,5.2,7.2,0,0,0
1143,78393.13,0.633,669,Corporate,South,382957,0.58,0.061,0,382957,623640,Property,Term Loan,2024-10-03,1 yrs,8.0,5.2,7.2,0,0,0
1144,127666.95,0.662,580,Consumer,East,912115,0.27,0.007,0,912115,487285,Unsecured,Personal Loan,2018-09-23,7 yrs,8.0,5.2,7.2,0,0,0
1145,120858.97,0.575,644,SME,West,144794,0.49,0.063,0,144794,214079,Unsecured,Home Loan,2022-12-21,3 yrs,8.0,5.2,7.2,0,0,0
1146,33635.36,0.147,645,Mortgage,North,63302,0.59,0.038,0,63302,45333,Inventory,Term Loan,2022-07-14,3 yrs,8.0,5.2,7.2,0,0,0
1147,147511.03,0.364,709,Corporate,South,856691,0.16,0.008,0,856691,1499978,Plant/Equipment,Term Loan,2023-02-13,2 yrs,8.0,5.2,7.2,0,0,0
1148,111115.1,0.309,708,Mortgage,East,237356,0.22,0.006,0,237356,182324,Inventory,Home Loan,2024-12-05,1 yrs,8.0,5.2,7.2,0,0,0
1149,126813.2,0.149,634,Consumer,West,634990,0.47,0.074,0,634990,416266,Property,Business Loan,2024-10-18,1 yrs,8.0,5.2,7.2,0,0,0
1150,31216.62,0.157,605,Consumer,East,861627,0.19,0.01,0,861627,1370441,Plant/Equipment,Personal Loan,2018-03-05,7 yrs,8.0,5.2,7.2,0,0,0
1151,129432.85,0.362,701,SME,North,846428,0.54,0.07,0,846428,629021,Inventory,Personal Loan,2023-05-13,2 yrs,8.0,5.2,7.2,0,0,0
1152,65497.92,0.711,665,Consumer,North,335340,0.17,0.056,0,335340,450803,Plant/Equipment,Credit Card,2021-04-14,4 yrs,8.0,5.2,7.2,0,0,0
1153,52644.32,0.296,654,SME,South,517891,0.59,0.059,0,517891,339853,Inventory,Home Loan,2025-02-02,0 yrs,8.0,5.2,7.2,0,0,0
1154,69679.46,0.334,640,Consumer,South,40824,0.15,0.08,0,40824,0,Unsecured,Credit Card,2019-08-03,6 yrs,8.0,5.2,7.2,0,0,0
1155,99629.01,0.795,696,Corporate,South,95590,0.6,0.055,0,95590,154570,Plant/Equipment,Credit Card,2020-10-23,5 yrs,8.0,5.2,7.2,0,0,0
1156,54136.45,0.148,641,Mortgage,West,659723,0.28,0.047,0,659723,253683,Plant/Equipment,Term Loan,2021-06-05,4 yrs,8.0,5.2,7.2,0,0,0
1157,131740.78,0.547,663,Corporate,South,432696,0.51,0.023,0,432696,139545,Property,Home Loan,2022-05-17,3 yrs,8.0,5.2,7.2,0,0,0
1158,58722.14,0.493,628,Consumer,North,601565,0.31,0.04,0,601565,1121751,Plant/Equipment,Home Loan,2024-12-09,1 yrs,8.0,5.2,7.2,0,0,0
1159,119415.4,0.257,664,SME,South,36658,0.55,0.024,0,36658,71303,Inventory,Term Loan,2023-10-25,2 yrs,8.0,5.2,7.2,0,0,0
1160,71352.55,0.271,641,Mortgage,South,960648,0.56,0.047,0,960648,1694278,Plant/Equipment,Home Loan,2025-08-28,0 yrs,8.0,5.2,7.2,0,0,0
1161,72977.15,0.324,665,Corporate,North,415568,0.39,0.065,0,415568,381073,Unsecured,Home Loan,2021-12-03,4 yrs,8.0,5.2,7.2,0,0,0
1162,136060.35,0.276,677,Mortgage,South,31416,0.34,0.038,0,31416,11748,Property,Personal Loan,2022-08-01,3 yrs,8.0,5.2,7.2,0,0,0
1163,37359.14,0.274,677,Corporate,North,396621,0.49,0.034,0,396621,476343,Property,Credit Card,2025-10-09,0 yrs,8.0,5.2,7.2,1,0,0
1164,54065.58,0.465,619,Consumer,East,641707,0.27,0.073,0,641707,0,Unsecured,Home Loan,2020-04-19,5 yrs,8.0,5.2,7.2,0,0,0
1165,54868.1,0.557,629,Consumer,East,97993,0.38,0.026,0,97993,114420,Plant/Equipment,Credit Card,2025-06-18,0 yrs,8.0,5.2,7.2,0,0,0
1166,35726.11,0.317,674,SME,South,244658,0.37,0.072,0,244658,379155,Property,Credit Card,2019-08-07,6 yrs,8.0,5.2,7.2,0,0,0
1167,68966.12,0.414,651,SME,West,639125,0.56,0.008,0,639125,0,Unsecured,Credit Card,2017-05-14,8 yrs,8.0,5.2,7.2,0,0,0
1168,67608.14,0.414,600,Mortgage,South,313892,0.28,0.065,0,313892,0,Unsecured,Personal Loan,2019-03-13,6 yrs,8.0,5.2,7.2,0,0,0
1169,90611.32,0.654,631,Mortgage,South,883382,0.49,0.033,0,883382,0,Unsecured,Personal Loan,2019-02-03,6 yrs,8.0,5.2,7.2,0,0,0
1170,72989.09,0.307,667,Consumer,West,730014,0.25,0.041,0,730014,0,Unsecured,Business Loan,2017-08-28,8 yrs,8.0,5.2,7.2,0,0,0
1171,133362.07,0.794,733,Mortgage,East,786651,0.57,0.047,0,786651,0,Unsecured,Home Loan,2017-05-01,8 yrs,8.0,5.2,7.2,0,0,0
1172,64067.11,0.457,579,Corporate,West,698851,0.33,0.076,0,698851,607539,Unsecured,Personal Loan,2025-06-29,0 yrs,8.0,5.2,7.2,1,0,0
1173,73282.01,0.145,657,Consumer,East,762381,0.41,0.011,0,762381,785460,Inventory,Credit Card,2025-01-28,0 yrs,8.0,5.2,7.2,0,0,0
1174,99216.24,0.382,621,Corporate,West,497937,0.5,0.062,0,497937,0,Unsecured,Credit Card,2020-04-17,5 yrs,8.0,5.2,7.2,0,0,0
1175,43365.68,0.236,675,Consumer,West,864076,0.19,0.068,0,864076,425590,Unsecured,Credit Card,2018-07-10,7 yrs,8.0,5.2,7.2,0,0,0
1176,50583.62,0.639,622,Corporate,North,240195,0.53,0.035,0,240195,219338,Inventory,Personal Loan,2024-07-11,1 yrs,8.0,5.2,7.2,0,0,0
1177,88449.49,0.132,640,Mortgage,East,301967,0.29,0.05,0,301967,420684,Inventory,Personal Loan,2021-04-29,4 yrs,8.0,5.2,7.2,0,0,0
1178,135729.09,0.398,705,Corporate,South,213886,0.26,0.013,0,213886,0,Unsecured,Personal Loan,2025-12-11,0 yrs,8.0,5.2,7.2,0,0,0
1179,106850.08,0.118,699,SME,West,749105,0.57,0.027,0,749105,0,Unsecured,Personal Loan,2017-02-26,8 yrs,8.0,5.2,7.2,0,0,0
1180,109020.7,0.688,629,Mortgage,South,298243,0.23,0.047,0,298243,372023,Property,Home Loan,2025-03-24,0 yrs,8.0,5.2,7.2,1,0,0
