LoanID,Segment,Industry,Outstanding,PD,LGD,EAD,EL_Base,PD_Scen,LGD_Scen,EAD_Scen,TransformNotes,EL_Scenario,ScenarioType,ScenarioID,Description,Audit_Metadata
80,Auto,Tech,601896,0.086,0.751,596530.6727844982,38527.530032459596,0.172,0.851,596530.6727844982,PD*2+0.0; LGD*1+0.1; EAD*1.0,87315.38763681255,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
81,Corporate,Tech,2382048,0.022,0.658,1984618.8428228043,28729.342368702914,0.044,0.758,1984618.8428228043,PD*2+0.0; LGD*1+0.1; EAD*1.0,66191.00764582618,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
82,Auto,Tech,677095,0.074,0.414,684778.7069118936,20978.88046495277,0.148,0.514,684778.7069118936,PD*2+0.0; LGD*1+0.1; EAD*1.0,52092.485792201565,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
83,Retail,Tech,271295,0.06,0.451,264386.29177428025,7154.293055412024,0.12,0.551,264386.29177428025,PD*2+0.0; LGD*1+0.1; EAD*1.0,17481.22161211541,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
84,Auto,Tech,943974,0.037,0.418,1058047.3104963049,16363.75970413585,0.074,0.518,1058047.3104963049,PD*2+0.0; LGD*1+0.1; EAD*1.0,40557.06950594435,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
85,Corporate,Hospitality,1087121,0.048,0.507,1294935.3411667247,31513.54646263341,0.096,0.607,1294935.3411667247,PD*2+0.0; LGD*1+0.1; EAD*1.0,75458.47220046738,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
86,Corporate,Manufacturing,3618983,0.033,0.321,3700055.513104743,39194.68805031854,0.066,0.42100000000000004,3700055.513104743,PD*2+0.0; LGD*1+0.1; EAD*1.0,102809.7424871284,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
87,MSME,Tech,3645376,0.065,0.64,3386826.0861415137,140891.965183487,0.13,0.74,3386826.0861415137,PD*2+0.0; LGD*1+0.1; EAD*1.0,325812.66948681365,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
88,Retail,Agri,1256731,0.017,0.485,1027202.0439180385,8469.280852104228,0.034,0.585,1027202.0439180385,PD*2+0.0; LGD*1+0.1; EAD*1.0,20431.048653529786,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
89,Auto,Agri,3812600,0.01,0.661,4460198.064324193,29481.909205182914,0.02,0.761,4460198.064324193,PD*2+0.0; LGD*1+0.1; EAD*1.0,67884.21453901421,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
90,MSME,Agri,1025816,0.067,0.512,1197790.2426337174,41088.99648330704,0.134,0.612,1197790.2426337174,PD*2+0.0; LGD*1+0.1; EAD*1.0,98228.38221790589,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
91,Auto,Agri,574705,0.027,0.675,517921.8857977027,9439.126368663132,0.054,0.775,517921.8857977027,PD*2+0.0; LGD*1+0.1; EAD*1.0,21675.030920633857,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
92,Auto,Hospitality,3917270,0.016,0.487,4223461.252084791,32909.21007624469,0.032,0.587,4223461.252084791,PD*2+0.0; LGD*1+0.1; EAD*1.0,79333.4961591607,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
93,MSME,Agri,2056926,0.046,0.443,1707606.1124828684,34797.59736017589,0.092,0.543,1707606.1124828684,PD*2+0.0; LGD*1+0.1; EAD*1.0,85305.17095519417,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
94,MSME,Tech,1858845,0.015,0.573,1610663.4898109422,13843.652694925046,0.03,0.6729999999999999,1610663.4898109422,PD*2+0.0; LGD*1+0.1; EAD*1.0,32519.295859282916,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
95,MSME,Realty,2226793,0.09,0.681,1974550.0003532209,121020.16952164892,0.18,0.781,1974550.0003532209,PD*2+0.0; LGD*1+0.1; EAD*1.0,277582.2390496558,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
96,MSME,Agri,754594,0.012,0.492,692564.5461285411,4088.901080342907,0.024,0.592,692564.5461285411,PD*2+0.0; LGD*1+0.1; EAD*1.0,9839.957071394312,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
97,MSME,Hospitality,347718,0.062,0.815,416681.7976249851,21054.931233990497,0.124,0.9149999999999999,416681.7976249851,PD*2+0.0; LGD*1+0.1; EAD*1.0,47276.716758530805,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
98,Auto,Hospitality,3654715,0.049,0.322,3942596.9822165286,62206.29518541239,0.098,0.42200000000000004,3942596.9822165286,PD*2+0.0; LGD*1+0.1; EAD*1.0,163050.04079654676,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
99,MSME,Agri,845263,0.07,0.53,806111.0370388374,29906.719474140875,0.14,0.63,806111.0370388374,PD*2+0.0; LGD*1+0.1; EAD*1.0,71098.99346682547,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
100,Retail,Realty,3704473,0.04,0.832,4055806.2652305625,134977.23250687312,0.08,0.9319999999999999,4055806.2652305625,PD*2+0.0; LGD*1+0.1; EAD*1.0,302400.91513559077,Hypothetical,S1,"PD x2, LGD +0.1","ScenarioID                       S1
ScenarioType           Hypothetical
Description         PD x2, LGD +0.1
PD_Factor                         2
PD_Add                          0.0
LGD_Factor                        1
LGD_Add                         0.1
EAD_Factor                      1.0
Sector                             
Sector_PD_Factor                NaN
Sector_LGD_Add                  NaN
Name: 0, dtype: object"
1,Corporate,Manufacturing,428576,0.098,0.385,436799.83913397294,16480.4579305248,0.14800000000000002,0.435,436799.83913397294,PD*1+0.05; LGD*1+0.05; EAD*1.0,28121.17364344518,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
2,Auto,Manufacturing,3312754,0.056,0.84,3211345.2232059957,151061.67929961003,0.10600000000000001,0.89,3211345.2232059957,PD*1+0.05; LGD*1+0.05; EAD*1.0,302958.30835725367,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
3,Retail,Tech,3883561,0.033,0.761,3990002.0806721086,100200.92225191866,0.083,0.811,3990002.0806721086,PD*1+0.05; LGD*1+0.05; EAD*1.0,268579.0100562817,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
4,Corporate,Manufacturing,3211243,0.1,0.773,3308767.9043301987,255767.7590047244,0.15000000000000002,0.8230000000000001,3308767.9043301987,PD*1+0.05; LGD*1+0.05; EAD*1.0,408467.3977895631,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
5,Corporate,Manufacturing,2462990,0.097,0.438,2691208.441930184,114338.6818638458,0.14700000000000002,0.488,2691208.441930184,PD*1+0.05; LGD*1+0.05; EAD*1.0,193056.5287903037,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
6,Auto,Tech,1584250,0.06,0.321,1348316.9815350166,25968.58506436442,0.11,0.371,1348316.9815350166,PD*1+0.05; LGD*1+0.05; EAD*1.0,55024.81601644403,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
7,Retail,Tech,261087,0.089,0.467,234980.01787059408,9766.474482755502,0.139,0.517,234980.01787059408,PD*1+0.05; LGD*1+0.05; EAD*1.0,16886.369024234504,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
8,Retail,Agri,1213343,0.027,0.595,1252434.0054277587,20120.352297196943,0.077,0.645,1252434.0054277587,PD*1+0.05; LGD*1+0.05; EAD*1.0,62202.13487956963,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
9,Corporate,Realty,2282263,0.035,0.48,2617405.6597281126,43972.4150834323,0.085,0.53,2617405.6597281126,PD*1+0.05; LGD*1+0.05; EAD*1.0,117914.1249707515,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
10,MSME,Realty,3938856,0.073,0.755,4036329.5966202626,222462.30571772577,0.123,0.805,4036329.5966202626,PD*1+0.05; LGD*1+0.05; EAD*1.0,399657.1750093553,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
11,Corporate,Manufacturing,2415603,0.086,0.449,2163024.51612005,83523.0286654596,0.136,0.499,2163024.51612005,PD*1+0.05; LGD*1+0.05; EAD*1.0,146791.4957619711,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
12,Corporate,Realty,1696176,0.087,0.831,1818195.3597568315,131450.06992433962,0.137,0.881,1818195.3597568315,PD*1+0.05; LGD*1+0.05; EAD*1.0,219450.72533657032,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
13,Corporate,Manufacturing,2086013,0.046,0.551,2286194.1172428434,57945.87609563711,0.096,0.6010000000000001,2286194.1172428434,PD*1+0.05; LGD*1+0.05; EAD*1.0,131904.25578844312,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
14,Corporate,Agri,639792,0.09,0.763,572802.2337675388,39334.329392816886,0.14,0.8130000000000001,572802.2337675388,PD*1+0.05; LGD*1+0.05; EAD*1.0,65196.35024742127,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
15,Auto,Tech,239353,0.087,0.407,227646.61683718188,8060.739055587772,0.137,0.45699999999999996,227646.61683718188,PD*1+0.05; LGD*1+0.05; EAD*1.0,14252.72703355912,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
16,Retail,Tech,2490227,0.094,0.526,2524420.2805710374,124817.43635255437,0.14400000000000002,0.5760000000000001,2524420.2805710374,PD*1+0.05; LGD*1+0.05; EAD*1.0,209385.51575168417,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
17,Auto,Tech,3560011,0.081,0.685,3555114.1204019417,197255.50697050177,0.131,0.7350000000000001,3555114.1204019417,PD*1+0.05; LGD*1+0.05; EAD*1.0,342304.16308290104,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
18,Auto,Realty,3660605,0.07,0.376,3498979.165801779,92093.13164390283,0.12000000000000001,0.426,3498979.165801779,PD*1+0.05; LGD*1+0.05; EAD*1.0,178867.81495578695,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
19,Auto,Agri,265318,0.062,0.373,243841.58769218455,5639.08055696946,0.112,0.423,243841.58769218455,PD*1+0.05; LGD*1+0.05; EAD*1.0,11552.239058504936,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
20,Corporate,Realty,965313,0.044,0.833,810857.084552352,29719.533863012803,0.094,0.883,810857.084552352,PD*1+0.05; LGD*1+0.05; EAD*1.0,67302.75973201432,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
21,MSME,Realty,1731266,0.095,0.693,1422051.7103034523,93620.77434782777,0.14500000000000002,0.743,1422051.7103034523,PD*1+0.05; LGD*1+0.05; EAD*1.0,153204.74100954246,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
22,Retail,Agri,616880,0.098,0.323,730026.0314389229,23108.243999167666,0.14800000000000002,0.373,730026.0314389229,PD*1+0.05; LGD*1+0.05; EAD*1.0,40300.35703955431,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
23,MSME,Agri,2888612,0.036,0.519,3289716.7407008996,61465.06758325561,0.086,0.5690000000000001,3289716.7407008996,PD*1+0.05; LGD*1+0.05; EAD*1.0,160978.99898945782,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
24,Auto,Agri,3038128,0.037,0.538,2861801.3585960497,56967.01784421297,0.087,0.5880000000000001,2861801.3585960497,PD*1+0.05; LGD*1+0.05; EAD*1.0,146398.3103003395,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
25,Auto,Agri,3078391,0.054,0.709,3640875.6934261266,139394.56679851268,0.10400000000000001,0.759,3640875.6934261266,PD*1+0.05; LGD*1+0.05; EAD*1.0,287396.16373628477,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
26,MSME,Tech,3438992,0.05,0.438,3682156.1148623773,80639.21891548607,0.1,0.488,3682156.1148623773,PD*1+0.05; LGD*1+0.05; EAD*1.0,179689.21840528402,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
27,MSME,Hospitality,970746,0.1,0.401,963958.9127127187,38654.75239978002,0.15000000000000002,0.451,963958.9127127187,PD*1+0.05; LGD*1+0.05; EAD*1.0,65211.82044501544,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
28,MSME,Hospitality,1013168,0.026,0.344,1010341.5278533376,9036.494625120251,0.076,0.39399999999999996,1010341.5278533376,PD*1+0.05; LGD*1+0.05; EAD*1.0,30253.666710040336,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
29,Auto,Agri,425281,0.012,0.536,354392.51107101253,2279.452631208753,0.062,0.5860000000000001,354392.51107101253,PD*1+0.05; LGD*1+0.05; EAD*1.0,12875.788712232028,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
30,Auto,Hospitality,3317697,0.054,0.679,2775856.229698809,101779.54451813654,0.10400000000000001,0.7290000000000001,2775856.229698809,PD*1+0.05; LGD*1+0.05; EAD*1.0,210454.31591084495,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
